Groove - Tool Message,application/vnd.groove-tool-message,.gtm
GNU Tar Files,application/x-gtar,.gtar
Ghostscript Font,application/x-font-ghostscript,.gsf
Speech Recognition Grammar Specification - XML,application/srgs+xml,.grxml
Groove - Injector,application/vnd.groove-injector,.grv
Speech Recognition Grammar Specification,application/srgs,.gram
GrafEq,application/vnd.grafeq,.gqf
NpGraphIt,application/vnd.flographit,.gph
Gnumeric,application/x-gnumeric,.gnumeric
GameMaker ActiveX,application/vnd.gmx,.gmx
Groove - Identity Message,application/vnd.groove-identity-message,.gim
Graphics Interchange Format,image/gif,.gif
Groove - Help,application/vnd.groove-help,.ghf
GeoGebra,application/vnd.geogebra.tool,.ggt
GeoGebra,application/vnd.geogebra.file,.ggb
GeoMetry Explorer,application/vnd.geometry-explorer,.gex
DynaGeo,application/vnd.dynageo,.geo
Geometric Description Language (GDL),model/vnd.gdl,.gdl
Groove - Account,application/vnd.groove-account,.gac
GeospacW,application/vnd.geospace,.g3w
G3 Fax Image,image/g3fax,.g3
GeoplanW,application/vnd.geoplan,.g2w
FuzzySheet,application/vnd.fuzzysheet,.fzs
Adobe Flex Project,application/vnd.adobe.fxp,.fxp
FAST Search & Transfer ASA,video/vnd.fvt,.fvt
ANSER-WEB Terminal Client - Web Funds Transfer,application/vnd.anser-web-funds-transfer-initiation,.fti
FluxTime Clip,application/vnd.fluxtime.clip,.ftc
FAST Search & Transfer ASA,image/vnd.fst,.fst
Friendly Software Corporation,application/vnd.fsc.weblaunch,.fsc
FlashPix,image/vnd.fpx,.fpx
Frogans Player,application/vnd.frogans.fnc,.fnc
FrameMaker Normal Format,application/vnd.framemaker,.fm
mod_fly / fly.cgi,text/vnd.fly,.fly
FLEXSTOR,text/vnd.fmi.flexstor,.flx
KDE KOffice Office Suite - Kivio,application/vnd.kde.kivio,.flw
Flash Video,video/x-flv,.flv
Micrografx,application/vnd.micrografx.flo,.flo
FLI/FLC Animation Format,video/x-fli,.fli
Xfig,application/x-xfig,.fig
FreeHand MX,image/x-freehand,.fh
Fujitsu Oasys,application/vnd.fujitsu.oasysgp,.fg5
FCS Express Layout Link,application/vnd.denovo.fcselayout-link,.fe_launch
Forms Data Format,application/vnd.fdf,.fdf
International Society for Advancement of Cytometry,application/vnd.isac.fcs,.fcs
FastBid Sheet,image/vnd.fastbidsheet,.fbs
Flash Video,video/x-f4v,.f4v
Fortran Source File,text/x-fortran,.f
EZPix Secure Photo Album,application/vnd.ezpix-package,.ez3
EZPix Secure Photo Album,application/vnd.ezpix-album,.ez2
Novadigm's RADIA and EDM products,application/vnd.novadigm.ext,.ext
Efficient XML Interchange,application/exi,.exi
Microsoft Application,application/x-msdownload,.exe
Setext,text/x-setext,.etx
QUASS Stream Player,application/vnd.epson.esf,.esf
MICROSEC e-Szign¢,application/vnd.eszigno3+xml,.es3
ECMAScript,application/ecmascript,.es
Electronic Publication,application/epub+zip,.epub
Microsoft Embedded OpenType,application/vnd.ms-fontobject,.eot
Digital Winds Music,audio/vnd.digital-winds,.eol
Extensible MultiModal Annotation,application/emma+xml,.emma
Email Message,message/rfc822,.eml
Proprietary P&G Standard Reporting System,application/vnd.pg.osasli,.ei6
Pcsel eFIF File,application/vnd.picsel,.efif
Novadigm's RADIA and EDM products,application/vnd.novadigm.edx,.edx
Novadigm's RADIA and EDM products,application/vnd.novadigm.edm,.edm
Nuera ECELP 9600,audio/vnd.nuera.ecelp9600,.ecelp9600
Nuera ECELP 7470,audio/vnd.nuera.ecelp7470,.ecelp7470
Nuera ECELP 4800,audio/vnd.nuera.ecelp4800,.ecelp4800
TIBCO Spotfire,application/vnd.spotfire.dxp,.dxp
AutoCAD DXF,image/vnd.dxf,.dxf
DWG Drawing,image/vnd.dwg,.dwg
Autodesk Design Web Format (DWF),model/vnd.dwf,.dwf
Device Independent File Format (DVI),application/x-dvi,.dvi
DTS High Definition Audio,audio/vnd.dts.hd,.dtshd
DTS Audio,audio/vnd.dts,.dts
Document Type Definition,application/xml-dtd,.dtd
Digital Talking Book,application/x-dtbook+xml,.dtb
Data Structure for the Security Suitability of Cryptographic Algorithms,application/dssc+der,.dssc
PRS Lines Tag,text/prs.lines.tag,.dsc
DRA Audio,audio/vnd.dra,.dra
DPGraph,application/vnd.dpgraph,.dpg
OSGi Deployment Package,application/vnd.osgi.dp,.dp
Microsoft Office - OOXML - Word Document Template,application/vnd.openxmlformats-officedocument.wordprocessingml.template,.dotx
Microsoft Word - Macro-Enabled Template,application/vnd.ms-word.template.macroenabled.12,.dotm
Microsoft Office - OOXML - Word Document,application/vnd.openxmlformats-officedocument.wordprocessingml.document,.docx
Microsoft Word - Macro-Enabled Document,application/vnd.ms-word.document.macroenabled.12,.docm
Microsoft Word,application/msword,.doc
New Moon Liftoff/DNA,application/vnd.dna,.dna
Apple Disk Image,application/x-apple-diskimage,.dmg
DjVu,image/vnd.djvu,.djvu
Mobius Management Systems - Distribution Database,application/vnd.mobius.dis,.dis
Adobe Shockwave Player,application/x-director,.dir
DreamFactory,application/vnd.dreamfactory,.dfac
X.509 Certificate,application/x-x509-ca-cert,.der
Debian Package,application/x-debian-package,.deb
Fujitsu - Xerox 2D CAD Data,application/vnd.fujixerox.ddd,.ddd
OMA Download Agents,application/vnd.oma.dd2+xml,.dd2
Curl - Detached Applet,text/vnd.curl.dcurl,.dcurl
Web Distributed Authoring and Versioning,application/davmount+xml,.davmount
Mobius Management Systems - UniversalArchive,application/vnd.mobius.daf,.daf
COLLADA,model/vnd.collada+xml,.dae
CU-Writer,application/prs.cww,.cww
Curl - Applet,text/vnd.curl,.curl
CU-SeeMe,application/cu-seeme,.cu
Comma-Seperated Values,text/csv,.csv
Cascading Style Sheets (CSS),text/css,.css
Sixth Floor Media - CommonSpace,application/vnd.commonspace,.csp
Chemical Style Markup Language,chemical/x-csml,.csml
C Shell Script,application/x-csh,.csh
CryptoNote,application/vnd.rig.cryptonote,.cryptonote
Internet Public Key Infrastructure - Certificate Revocation Lists,application/pkix-crl,.crl
Microsoft Information Card,application/x-mscardfile,.crd
Compact Pro,application/mac-compactpro,.cpt
CPIO Archive,application/x-cpio,.cpio
Blackberry COD File,application/vnd.rim.cod,.cod
Corel Metafile Exchange (CMX),image/x-cmx,.cmx
CustomMenu,application/vnd.yellowriver-custom-menu,.cmp
Chemical Markup Language,chemical/x-cml,.cml
CrystalMaker Data Format,chemical/x-cmdf,.cmdf
CosmoCaller,application/vnd.cosmocaller,.cmc
Microsoft Clipboard Clip,application/x-msclip,.clp
CrickSoftware - Clicker,application/vnd.crick.clicker,.clkx
CrickSoftware - Clicker - Wordbank,application/vnd.crick.clicker.wordbank,.clkw
CrickSoftware - Clicker - Template,application/vnd.crick.clicker.template,.clkt
CrickSoftware - Clicker - Palette,application/vnd.crick.clicker.palette,.clkp
CrickSoftware - Clicker - Keyboard,application/vnd.crick.clicker.keyboard,.clkk
Java Bytecode File,application/java-vm,.class
Claymore Data Files,application/vnd.claymore,.cla
Microsoft Artgalry,application/vnd.ms-artgalry,.cil
ANSER-WEB Terminal Client - Certificate Issue,application/vnd.anser-web-certificate-issue-initiation,.cii
Crystallographic Interchange Format,chemical/x-cif,.cif
KDE KOffice Office Suite - KChart,application/vnd.kde.kchart,.chrt
Microsoft Html Help File,application/vnd.ms-htmlhelp,.chm
pIRCh,application/x-chat,.chat
Computer Graphics Metafile,image/cgm,.cgm
Internet Public Key Infrastructure - Certificate,application/pkix-cert,.cer
Interactive Geometry Software Cinderella,application/vnd.cinderella,.cdy
CambridgeSoft Chem Draw,application/vnd.chemdraw+xml,.cdxml
ChemDraw eXchange file,chemical/x-cdx,.cdx
Cloud Data Management Interface (CDMI) - Queue,application/cdmi-queue,.cdmiq
Cloud Data Management Interface (CDMI) - Object,application/cdmi-object,.cdmio
Cloud Data Management Interface (CDMI) - Domain,application/cdmi-domain,.cdmid
Cloud Data Management Interface (CDMI) - Contaimer,application/cdmi-container,.cdmic
Cloud Data Management Interface (CDMI) - Capability,application/cdmi-capability,.cdmia
MediaRemote,application/vnd.mediastation.cdkey,.cdkey
CIM Database,application/vnd.contact.cmsg,.cdbcmsg
Voice Browser Call Control,"application/ccxml+xml,",.ccxml
Microsoft Trust UI Provider - Security Catalog,application/vnd.ms-pki.seccat,.cat
CURL Applet,application/vnd.curl.car,.car
Microsoft Cabinet File,application/vnd.ms-cab-compressed,.cab
Clonk Game,application/vnd.clonk.c4group,.c4g
ClueTrust CartoMobile - Config Package,application/vnd.cluetrust.cartomobile-config-pkg,.c11amz
ClueTrust CartoMobile - Config,application/vnd.cluetrust.cartomobile-config,.c11amc
C Source File,text/x-c,.c
Bzip2 Archive,application/x-bzip2,.bz2
Bzip Archive,application/x-bzip,.bz
BTIF,image/prs.btif,.btif
Preview Systems ZipLock/VBox,application/vnd.previewsystems.box,.box
Bitmap Image File,image/bmp,.bmp
BMI Drawing Data Interchange,application/vnd.bmi,.bmi
Binary Data,application/octet-stream,.bin
Fujitsu Oasys,application/vnd.fujitsu.oasysprs,.bh2
RealVNC,application/vnd.realvnc.bed,.bed
SyncML - Device Management,application/vnd.syncml.dm+wbxml,.bdm
Glyph Bitmap Distribution Format,application/x-font-bdf,.bdf
Binary CPIO Archive,application/x-bcpio,.bcpio
Amazon Kindle eBook format,application/vnd.amazon.ebook,.azw
AirZip FileSECURE,application/vnd.airzip.filesecure.azs,.azs
AirZip FileSECURE,application/vnd.airzip.filesecure.azf,.azf
Applixware,application/applixware,.aw
Audio Video Interleave (AVI),video/x-msvideo,.avi
Sun Audio - Au file format,audio/basic,.au
Antix Game Player,application/vnd.antix.game-component,.atx
Atom Publishing Protocol Service Document,application/atomsvc+xml,.atomsvc
Atom Publishing Protocol,application/atomcat+xml,.atomcat
Atom Syndication Format,application/atom+xml,".atom, .xml"
ACU Cobol,application/vnd.acucorp,.atc
Simply Accounting,application/vnd.accpac.simply.aso,.aso
Microsoft Advanced Systems Format (ASF),video/x-ms-asf,.asf
Lotus Approach,application/vnd.lotus-approach,.apr
Microsoft ClickOnce,application/x-ms-application,.application
Android Package Archive,application/vnd.android.package-archive,.apk
AmigaDE,application/vnd.amiga.ami,.ami
Digital Video Broadcasting,application/vnd.dvb.ait,.ait
Adobe AIR Application,application/vnd.adobe.air-application-installer-package+zip,.air
Audio Interchange File Format,audio/x-aiff,.aif
PostScript,application/postscript,.ai
Ahead AIR Application,application/vnd.ahead.space,.ahead
MO:DCA-P,application/vnd.ibm.modcap,.afp
Audiograph,application/vnd.audiograph,.aep
Adaptive differential pulse-code modulation,audio/adpcm,.adp
ACU Cobol,application/vnd.acucobol,.acu
Ace Archive,application/x-ace-compressed,.ace
Active Content Compression,application/vnd.americandynamics.acc,.acc
Attribute Certificate,application/pkix-attr-cert,.ac
AbiWord,application/x-abiword,.abw
Adobe (Macropedia) Authorware - Segment File,application/x-authorware-seg,.aas
Adobe (Macropedia) Authorware - Map,application/x-authorware-map,.aam
Advanced Audio Coding (AAC),audio/x-aac,.aac
Adobe (Macropedia) Authorware - Binary File,application/x-authorware-bin,.aab
7-Zip,application/x-7z-compressed,.7z
3GP,video/3gpp,.3gp
3GP2,video/3gpp2,.3g2
In3D - 3DML,text/vnd.in3d.3dml,.3dml
Lotus 1-2-3,application/vnd.lotus-1-2-3,0.123
